"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"countryVal[24]",1.10486103812267e-06,1.58934159582011e-06,-2.214e-06,2.057e-07,1.078e-06,2.041e-06,4.37905e-06,1,1
"countryVal[25]",1.08695227742667e-06,1.15518622513318e-06,-1.16305e-06,3.496e-07,1.0455e-06,1.85225e-06,3.495025e-06,1,1
"countryVal[26]",1.465261692398e-06,1.27406842670715e-06,-1.017025e-06,6.429e-07,1.415e-06,2.268e-06,4.004e-06,1,1
"countryVal[27]",1.62647806652e-06,1.26080810981657e-06,-8.719575e-07,7.86375e-07,1.579e-06,2.438e-06,4.027025e-06,1,1
"countryVal[28]",3.747887261e-06,1.92423522599948e-06,5.636825e-07,2.304e-06,3.6125e-06,4.993e-06,7.96215e-06,1,1
"countryVal[29]",7.96366850943333e-07,1.1634446897974e-06,-1.542e-06,5.37375e-08,7.978e-07,1.56e-06,3.089025e-06,1,1
"countryVal[30]",1.67296810856667e-06,1.29686173432644e-06,-8.78905e-07,8.2125e-07,1.626e-06,2.492e-06,4.18005e-06,1,1
"countryVal[31]",1.14028455798e-06,1.39484217330058e-06,-1.63605e-06,2.5505e-07,1.122e-06,2.011e-06,3.92605e-06,1,1
"countryVal[32]",8.72934818756667e-07,1.16822991250448e-06,-1.429025e-06,1.20575e-07,8.581e-07,1.647e-06,3.26905e-06,1,1
"countryVal[33]",2.12037427833333e-06,1.24231376504119e-06,-1.189375e-07,1.244e-06,2.057e-06,2.95325e-06,4.658025e-06,1,1
"vaxFactor",5.8738629961e-07,2.7580011463963e-06,-4.71915e-06,-1.246e-06,4.856e-07,2.38125e-06,6.453075e-06,1,1
"ar1Factor",0.097172545388,0.0490655613395672,4.960925e-05,0.0641175,0.096965,0.1307,0.1918025,1.0021823521427,1600
"arVaxFactor",-1.22842901799933e-06,2.69847778975839e-06,-6.89105e-06,-2.979e-06,-1.1075e-06,6.203e-07,3.79005e-06,1,1
"mu.region",1.48314861458667e-06,9.10750050776968e-07,1.07897498869792e-07,8.17500000000001e-07,1.361e-06,2.029e-06,3.47707496847131e-06,1.00625966688131,480
"sigma.region",1.05969696716e-06,9.66098548623735e-07,3.10862411517246e-08,4.19149991051898e-07,8.296e-07,1.41724993386632e-06,3.39002499640557e-06,1.01578929918853,140
"sigma.country",9.43052571733333e-07,5.73898918544931e-07,2.85184984594719e-08,4.89174998083377e-07,9.45749998678296e-07,1.345e-06,2.093e-06,1.06130729235658,120
"sigma.diseaseRate",6.0217338e-06,2.21122546603162e-07,5.608e-06,5.868e-06,6.014e-06,6.165e-06,6.475e-06,1.00174956800272,2400
"deviance",-8439.88293333333,8.28573506833263,-8456,-8446,-8439,-8434,-8425,1.00503102968299,580
