"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"countryVal[18]",1.04541563121867e-06,1.00049764483064e-06,-1.074075e-06,4.43175e-07,1.069e-06,1.687e-06,2.945e-06,1,1
"countryVal[19]",1.1832550776e-06,1.07109128934618e-06,-9.085125e-07,5.18175e-07,1.158e-06,1.828e-06,3.382125e-06,1,1
"countryVal[20]",1.09543965248e-06,9.91684652177766e-07,-1.06105e-06,5.084e-07,1.155e-06,1.734e-06,2.987025e-06,1,1
"countryVal[21]",1.17273973436267e-06,9.10527400644894e-07,-7.614225e-07,6.1885e-07,1.203e-06,1.763e-06,2.914075e-06,1,1
"countryVal[22]",1.20825555204899e-06,9.9610122010826e-07,-8.9841e-07,6.171e-07,1.238e-06,1.816e-06,3.193025e-06,1,1
"countryVal[23]",1.2050002261e-06,1.03195050361414e-06,-9.727725e-07,5.972e-07,1.228e-06,1.833e-06,3.24405e-06,1,1
"countryVal[24]",1.207392934396e-06,1.19717163530209e-06,-1.213025e-06,5.27875e-07,1.196e-06,1.878e-06,3.67505e-06,1,1
"countryVal[25]",1.643947254e-06,1.03428627436552e-06,-1.628125e-07,9.525e-07,1.543e-06,2.252e-06,3.942075e-06,1,1
"countryVal[26]",1.06930651123333e-06,1.01571681238534e-06,-1.075025e-06,4.68675e-07,1.078e-06,1.7e-06,3.096125e-06,1,1
"countryVal[27]",1.12228919775733e-06,9.53136911924086e-07,-9.0374e-07,5.55175e-07,1.168e-06,1.734e-06,2.9561e-06,1,1
"countryVal[28]",1.17878825191333e-06,9.66630576538844e-07,-8.88105e-07,6.072e-07,1.219e-06,1.789e-06,3.0471e-06,1,1
"countryVal[29]",1.27802135960133e-06,1.0101745430295e-06,-7.5082e-07,6.53625e-07,1.249e-06,1.92e-06,3.315e-06,1,1
"countryVal[30]",1.20151699306933e-06,9.83579642951618e-07,-8.5781e-07,6.16575e-07,1.23e-06,1.806e-06,3.149075e-06,1,1
"countryVal[31]",8.87724150595067e-07,1.02994008352734e-06,-1.258025e-06,2.45e-07,9.3605e-07,1.552e-06,2.877025e-06,1,1
"countryVal[32]",1.69666059890667e-06,1.05442072723313e-06,-1.17215e-07,9.85775e-07,1.577e-06,2.316e-06,4.058025e-06,1,1
"countryVal[33]",1.66779256410667e-06,1.02467510868169e-06,-1.786e-07,9.9305e-07,1.599e-06,2.23925e-06,3.96005e-06,1,1
"vaxFactor",1.22292356978e-07,9.85239123697989e-07,-1.904025e-06,-5.31625e-07,1.49e-07,8.1555e-07,1.948025e-06,1,1
"mu.region",1.318193444112e-06,6.91412783442415e-07,1.75497499305295e-07,8.26774998866031e-07,1.261e-06,1.739e-06,2.84002499570962e-06,1.01713813551484,170
"sigma.region",5.44989454806667e-07,5.99917214948274e-07,1.07287471516733e-08,1.622e-07,3.72849996647445e-07,7.18149994778734e-07,2.18807494991381e-06,1.01017922769283,820
"sigma.country",7.6547592e-07,5.07787954903452e-07,6.66197499817042e-08,3.32e-07,7.166e-07,1.117e-06,1.86e-06,1.04541009519816,57
"sigma.diseaseRate",6.2937916e-06,2.15822507923606e-07,5.884e-06,6.149e-06,6.288e-06,6.436e-06,6.737e-06,1.00129338145014,5100
"deviance",-9481.60733333333,6.77715340017003,-9496,-9486,-9480,-9477,-9471,1.0115494444413,190
